['<< TIME INTERVAL VALIDATION >>']
date,missed_intervals,id
21/01/2022,00:40,36af578a88f0436890d82632fc17b4c4
21/01/2022,02:40,36af578a88f0436890d82632fc17b4c4
21/01/2022,04:10,36af578a88f0436890d82632fc17b4c4
21/01/2022,04:20,36af578a88f0436890d82632fc17b4c4
21/01/2022,04:45,36af578a88f0436890d82632fc17b4c4
21/01/2022,04:50,36af578a88f0436890d82632fc17b4c4
21/01/2022,06:45,36af578a88f0436890d82632fc17b4c4
21/01/2022,07:00,36af578a88f0436890d82632fc17b4c4
21/01/2022,07:20,36af578a88f0436890d82632fc17b4c4
21/01/2022,09:05,36af578a88f0436890d82632fc17b4c4
21/01/2022,11:10,36af578a88f0436890d82632fc17b4c4
21/01/2022,13:10,36af578a88f0436890d82632fc17b4c4
21/01/2022,13:25,36af578a88f0436890d82632fc17b4c4
21/01/2022,17:35,36af578a88f0436890d82632fc17b4c4
21/01/2022,19:00,36af578a88f0436890d82632fc17b4c4
21/01/2022,20:00,36af578a88f0436890d82632fc17b4c4
21/01/2022,20:40,36af578a88f0436890d82632fc17b4c4
21/01/2022,23:35,36af578a88f0436890d82632fc17b4c4
['<< MISSING VALUES VALIDATION >>']
date,time,volume,id
21/01/2022,00:45,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,00:55,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,02:55,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,03:10,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,03:25,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,03:50,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,04:05,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,05:00,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,05:45,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,06:10,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,06:40,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,08:55,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,10:45,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,11:15,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,11:45,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,12:35,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,13:15,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,13:55,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,15:40,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,15:45,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,17:50,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,19:20,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,19:35,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,20:45,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,21:15,0.0,36af578a88f0436890d82632fc17b4c4
21/01/2022,22:05,0.0,36af578a88f0436890d82632fc17b4c4
START AND END TIME: CORRECT
TIME FORMAT: VALID
